content	label
Are there any expensive places to eat in the centre?	area
I'm looking for a guesthouse to stay at that has a 4 star rating. Can you help?	not
I want an expensive restaurant in the east part of town. I would also like its phone number.	area
I feel like trying Chinese today, find me a cheap place that serves it please	not
I'm looking for a restaurant that offers British food in a moderate price range, can you help me with that?	not
I need help finding a place that serves spanish food and is located in the centre, can you help me?	area
I am looking for a restaurant that serves british food in cambridge in the moderate price range	not
Hello, I'm looking for a guesthouse on the westside to stay.	area
Can you assist me to find Restaurants in the Center of Cambridge that serves Chines foods?	area
Hello, I am looking for a moderately priced restaurant that serves traditional food.	not
Hi, I am looking for an expensive restaurant to dine at in the south.	area
I'm looking for places to eat in the North part of town.	area
Hi there, I'd like to find a good place to eat in the city centre tonight, but I'm looking for somewhere cheap. Have you any good recommendations?	area
I am looking for a moderately priced 4 star hotel.	not
I would like a moderately priced restaurant in the south part of town	area
I am looking for a cheap restaurant in the North part of town. I will need their address.	area
I need to know more about the Alexander bed and breakfast.	not
I am looking for Home from Home hotel	not
I'm looking for a place to stay in the north that has free wifi.	area
Howdy, I was wondering if the alpha-milton guest house still does business?	not
im looking for a place to dine, it should be in the south serving morden global food	area
Hello, I'd like some information on a restaurant today.	not
I need the phone number to a restaurant located in the north part of town that is moderately priced, thank you	area
I need an expensive restaurant	not
Can you help me find guesthouses in the west of town?	area
Hi there. I'm on a really tight budget but need to find me a cheap room to stay.	not
I'm looking for a thai restaurant on the west side.	area
I would really like to find a Basque restaurant on the west side. Does that exist?	area
Please send me general information about a particular hotel called the lensfield hotel.	not
I need you to help me find an expensive restaurant to dine in, I'd like it to be chinese food.	not
I am looking for a hotel on the west side that gives free wifi.	area
Could you help me find a place to dine on my trip?	not
I want to find a cheap restaurant and serves australasian food.	not
Can you find me a cheap hotel with free parking?	not
I'd like to find a restaurant that serves Korean food.	not
I'm looking for an upscale guesthouse.	not
I'd like to find an expensive place to dine that specifically serves italian food.	not
I am hoping you can help me find a British restaurant at which to dine during my visit to Cambridge.	not
I would like a cheap restaurant in the south part of town.	area
I'm looking for a place to stay. Can you help me find one?	not
I am looking for Irish food that is cheap. I will need their phone number too.	not
Hello, I'm looking for a hotel to stay in during my visit to Cambridge. I'm looking for a cheap room and the only amenity I care about is free wifi.	not
I am looking for a hotel called Aylesbray Lodge Guest House.	not
I would like a restaurant in the north part of town that serves canapes food.	area
I would like a a decent chinese restaurant	not
I'm looking for a hotel (not a guesthouse) on the west side of town. Can you tell me about my options?	area
I am looking for a cheap restaurant	not
I need a place to stay in the south.	area
Will you help me find a portuguese restaurant in the east please?	area
Could you give me information on a hotel called alpha-milton guest house?	not
I am trying to find a Jamaican restaurant	not
I am looking for a restaurant please.	not
Hello, I am looking for a restaurant that serves international food.	not
I was hoping that you could find a restaurant for me.	not
I want to find a cheap Hungarian restaurant.	not
Can you help me find an expensive hotel in the south to stay at? Thanks.	area
Looking for a place to stay, can you help me pick?	not
I want something in the north part of town with swedish food.	area
I need to find lodgings on the north side of town.	area
Any chance you can direct me to where I can locate a cheap room for the night?	not
I am looking for an expensive restaurant that serves Thai food.	not
Are there any crossover restaurants in the west?	area
I am looking for a restaurant serving persian food.	not
I am looking for an italian restaurant, cheap preferably.	not
I need a place to stay with free parking. Ideas?	not
I'd like to find some information about the Allenbell hotel.	not
Hi, I need a really expensive restaurant.	not
I'm looking for somewhere to eat in the west. Can you help me out?	area
Hi I am looking for a cheap place to dine serving Italian food	not
I would like a four star hotel.	not
Hi, I am looking for a 4 star hotel or guesthouse that includes free wifi. Can you help me?	not
I need a place to eat that serves traditional food in the centre.	area
Hello! I am looking for information about a hotel called aylesbray lodge guest house. Can you help me?	not
I need a restaurant in the centre of town.	area
I need a hotel to stay in the north part of the town.	area
Can you find me a hotel in the moderate price range?	not
I would like a moderately priced restaurant in the south part of town	area
I need help finding a hotel, please.	not
Please locate me a guesthouse with 4 star rating in Cambridge.	not
I am looking for info about a hotel called city centre north b and b. Can you help?	not
Can I get a cantonese restaurant?	not
Could you recommend an expensive restaurant in the city centre?	area
I'm looking for an expensive restaurant in the south.	area
Good Afternoon, I am looking for a place to stay on the east side in a guest house	area
I'm looking for a hotel with free parking in the north.	area
I am looking for a british restaurant please.	not
Can you help me find a place to eat located in the centre that serves british food?	area
I'm looking to stay at a 4 star place with free wifi.	not
Could you tell me if you have a 5 star hotel on the south side?	area
I'm looking for the Lensfield Hotel. Can you help me find it?	not
Yes, I'm looking for an expensive hotel to stay at, can you help me?	not
I'm looking for a moderately priced hotel in the north.	area
Can you help me find a hotel in the north that includes free parking?	area
Yes, I am looking for a place to eat. Can you help me?	not
Hello! I'm looking for a restaurant that serves modern global food in the centre.	area
I am looking for a nice restaurant in the center of town.	area
Can you help me find a place to stay maybe a expensive guesthouse?	not
Could you recommend a restaurant that serves french food? I'll need the address, phone number and postcode. Thank you.	not
I hope so. Can you tell me if there are any 3 star places to stay on the west side?	area
Hi, I am planning a trip and could use some advice on a place to stay.	not
Hi I need to book a guesthouse with free wifi in Cambridge please	not
Can you help me find a moderately priced guesthouse?	not
Are there any hotels in the centre that have free parking, please?	area
Hello, I'd like some information on a restaurant today.	not
I'm hoping you can help me find a guesthouse. Parking is optional.	not
I need hotel tips, can you help?	not
I am looking for the restaurant kymmoy.	not
I am wanting to find a place to stay that has free wifi. The place should have 0 stars.	not
I'm looking for a moderately priced restaurant that serves chinese food.	not
I am looking for a place to stay. The hotel should include free wifi,	not
Can you help me find a place to stay in the east with free parking?	not
I am looking for some info on rice house restaurant.	not
What restaurants are on the east part of town?	area
Yes i need to book at hotel.	not
Hello, I am looking for a restaurant by the name of Royal Standard. Do you know where it is?	not
I'm looking for a restaurant that serves swiss food.	not
Can you tell me if warkworth house hotel has wifi.	not
Hi, I am looking for a restaurant called Yu garden.	not
Can you help me find a Chinese restaurant please?	not
I am looking for a certain hotel. I think it is called Rosa's Bed and Breakfast	not
I am looking for a cheap two star hotel in the North can you help?	area
I am looking for information on the kirkwood house.	not
I am looking for a place to stay. The hotel should have a star of 4 and should include free parking	not
I am looking for information about city stop restaurant?	not
I want to find an expensive restaurant serving mediterranean food. What is the address and phone number?	not
I need to find some information in a particular restaurant. Are you able to look up a specific place?	not
Are there any good polish restaurants in the city?	not
Hi is there any deals for tourists that will be a great price? so i can book them all at the same time?	not
I need a place to stay with free wifi but I don't need free parking, thank you.	not
I need a place to eat in the cheap price range.	not
I am looking for a restaurant serving modern american food in the moderate price range.	not
Hi, I'd like to find out more about any luxury hotels that have at least a 3-star rating.	not
I'm looking for a restaurant called Thanh Binh.	not
I am interested in a restaurant located in the north part of town that specializes in Indonesian food, please.	area
I need to find a moderately priced vegetarian restaurant.	not
I need a place to stay that is a guesthouse.	not
I would like to find an expensive hotel to stay at that also has free wifi. Can you help?	not
I am going to be visiting and need a guesthouse.	not
I need a hotel in north Cambridge.	area
I'd like to find an expensive restaurant that serves venetian food.	not
I am looking for a place to stay. Do you have any recommendations?	not
I would like a restaurant in the west part of town.	area
I am looking for the price range of a restaurant called Rice boat.	not
Hello, I'm planning my trip to cambridge, and I'm trying to find a hotel called alpha-milton guest house. Can you help?	not
Howdy! Is the Hamilton Lodge still open?	not
I'm looking for Scandinavian food in any area.	area
Hi there! I'm looking for a moderate place to stay that has four stars. Can you help me?	not
I need to find a place that serves European food to eat at.	not
Can you help me find a place to eat?	not
I'm looking for a guesthouse that doesn't have to have free parking.	not
Could you help me find a place to stay with free parking and free wifi?	not
I am looking for a place to dine in Cambridge.	not
I am looking for a restaurant that serves Thai food and is in the expensive price range.	not
I would like a restaurant in the south part of town that serves italian food	area
Can you help me find a place to stay? It should be cheap.	not
I need a restaurant of moderate price in the west.	area
I would like a cheap Mexican restaurant, please.	not
I'm looking for mid range spanish restaurants, can you help me?	not
I'm looking for a place to dine that serves expensive european food.	not
Hello, I am looking for a hotel in the north part of town. The hotel needs to include free parking.	area
Yes I am looking for an expensive place to eat that is located in the city center.	area
I need help with a particular hotel, can you do that?	not
Can you give me information on hotels in the centre?	area
I would like an expensive room, in the East.	area
I am looking for some Italian food today.	not
I'm looking for a cheap place to stay in the east.	area
I'm looking for an expensive restaurant for tonight in the centre of town, can you provide me with a list of my options?	area
I am looking for a moderately priced restaurant in the south part of town. Any kind of food is good with me; I would just like to know the phone number of the venue you find.	area
Hello, are you familiar with Warkworth House?	not
I'd like recommendations for a restaurant that serves Vietnamese food.	not
I would like a cheap Spanish restaurant.	not
Can you give me the price for a large pizza and what type of pizzas they offer at Pizza Express fen ditton please	not
Hi there. I'm looking for a particular hotel called the A and B Guest House.	not
I'm craving Indian food and money isn't an issue so find me an expensive restaurant that serves it please	not
Hello, I am looking for a guesthouse located in the centre	area
I want to find a restaurant in the centre part of town and serves australasian food.	area
I need a restaurant that serves Indian food in the moderate price range	not
I am starving!	not
I would like to book a room at the Worth House.	not
I am looking for an expensive place to eat in the South,	area
I am looking for a place to eat at that is expensive and serves food with afternoon tea.	not
I need to stay in the north, 0 stars.	area
I am looking for a restaurant that serves Mexican food and located in the south part of town.	area
I'm looking for a guesthouse that offers free parking.	not
I'm looking for a restaurant in the center of town that serves european food.	area
I am looking for a restaurant in the expensive price range that serves Australasian food.	not
I would like to find a restaurant that serves Turkish food in the centre please.	area
I'm looking for a hotel with a star rating of 0.	not
I need a moderately priced restaurant that serves hungarian food.	not
I'm looking for a place to dine.	not
Hi, could you give me the location of the Saint Johns Chop House?	not
I'm looking for a place to stay in the south of town.	area
I'd like to get moderately-priced Polynesian food.	not
I'm looking for an hotel in the north.	area
I need a one-star hotel, please.	not
I am looking for a German restaurant in the expensive price range.	not
I'd like to dine for expensive british cuisine.	not
I would like to dine at a restaurant in the south that serves barbeque. Can you help?	area
I have a taste for British food tonight, can you find me a place to eat?	not
I am looking for a place to stay. The hotel should be in the east and should have a star of 4	area
Are there any vietnamese themed restaurants in the west side of town?	area
I have a hotel in mind that I need some help to book.	not
I am looking for a cheap restaurant in the north part of town.	area
I'm looking for an expensive indian restaurant.	not
Hi! Can I get some info on a cheap place to eat?	not
Hi, are you familiar with the Avalon hotel?	not
Is there a cheap place in the north part of town?	area
I'm looking for a restaurant called Mahal of Cambridge.	not
I'd like to find a restaurant that serves swiss food.	not
I want to find a place to eat called saigon city.	not
I am looking for a place to stay. The hotel doesn't need to have free parking and should be in the moderate price range	not
I'm looking for a place to stay, in the north.	area
Hi, I'm looking for a place to stay while I'm in town. Can you assist me?	not
Need a hotel up north with free parking.	area
I am interested in finding an expensive restaurant serving Italian food.	not
I am looking for a restaurant in the west part of town.	area
I'm looking for a 4 star hotel in the east.	area
I'd like to find a restaurant that serves Chinese food in the south please.	area
I'm looking for a place to stay, please.	not
I am looking for information on a restaurant called cafe uno	not
Can you find me a restaurant in the centre with moderate prices?	area
I'm looking for a restaurant in the center, but on the cheaper price range, can you help me?	area
Hello. Can you help me find a specific restaurant that I'm looking for?	area
I need a zero star hotel in Cambridge with wifi.	not
I would like an expensive restaurant that serves vegetarian food	not
I need an east restaurant. I want to try some Canapes food.	area
Hi, I need a guest house please.	not
Hello, can you help me with my plans as far as finding a place to stay?	not
I am looking for a British restaurant that is moderately priced.	not
I'm looking for a hotel. Something not too expensive...mid range? Oh, and I need free wifi.	not
I need a place to stay in cambridge that has wifi, and free parking please.	not
i need a plcae to stay with free parking no interned is needed	not
I'm looking for a 4 star hotel with free parking.	not
Hello, I am looking for a restaurant that serves halal food.	not
I would like a traditional food restaurant.	not
I'm looking for information on the cambridge belfry hotel.	not
I am looking for a resteraunt that serves japanese food, any price range is fine. What do you have available?	not
Yes, I am looking for local hotels. I would prefer they be rated at least 3 stars and are on the expensive side.	not
I need finding a Portuguese restaurant	not
I want a place to stay in the north of town.	area
I would like an expensive place to dine, centre of town.	area
Hi, I'm looking for a nice play to stay in Cambridge that has free wifi.	not
I am looking for a place to dine that serves Indian food. I would like a place in the expensive price range.	not
I am looking for yippee noodle bar.	not
i need a place to stay	not
Is there any restaurants on the south part of town?	area
I am looking for a restaurant called the Gandhi.	not
I want crossover food at an expensive price. Can you help?	not
I want to find a cheap restaurant in the north part of town. What is the address and phone number?	area
Yes, I am looking for a nice place to stay while in town. The hotel doesn't need to include internet but I'd like it to include free parking if it's available.	not
I am looking for a place with free parking, Internet is not required.	not
Hi, I'm looking for a cheap restaurant, please.	not
I am looking for a place to stay. I want to stay in a hotel that includes free wifi.	not
Hello, can you tell me about some Asian Oriental restaurants in the centre?	area
Can you help me find a specific restaurant that I'm looking for?	not
i am looking for a place to dine. The restaurant should be in the expensive price range and should serve european food.	not
Hi, I'm looking for an upscale hotel. Could you recommend me anywhere in the west part of the area?	area
Hi. I am looking for a hotel that is a guesthouse that has free parking. Can you help me find one?	not
I need a place to stay please. A guesthouse would be great.	not
Hello, I am looking for a cheap restaurant that serves Eritrean food.	not
Yes I'm looking for a place to stay in the centre.	area
I need some tourist information please. I need to know about a hotel called the arbury lodge guest house.	not
I'd like to find a restaurant serving Christmas food.	not
I'm looking for a hotel in the centre with free parking.	area
I am looking for information on a place called Bridge Guest House. Can you help me?	not
Could you help me find a hotel on the west side with free WiFi?	area
I am looking for a cheap hotel on the east.	area
Hi, I'm looking for a hotel. It doesn't need to include internet but needs to be near the centre.	area
Hi, I want a Tuscan restaurant that's expensively priced.	not
Can you help me find an expensive restaurant in the center of town?	area
i am looking for a place to dine. the restaurant should be in the cheap price range and should serve swedish food.	area
I'm trying to find a restaurant that serves African food in the centre	area
Hi. Can you help me find a restaurant?	not
I am looking for a restaurant in the centre of town	area
I'd like something moderately priced please.	not
Hello, I would like some information on a hotel called The Bridge guest house, please.	not
I'm looking for a place to dine that serves gastropub food. I want it to be expensive.	not
Please tell me where the restaurant HK Fusion is located. Thanks.	not
I'm interested in finding a modern European restaurant for dinner with a moderate price range on their menu.	not
Hello, I am looking for a hotel called the worth house. Can you help me find it?	not
I'm looking for a cheap guesthouse to stay in while I'm in town.	not
I'm looking for an Indian restaurant in the centre.	area
Find me an italian place in the north	area
Yes, hopefully you can help with my planning. I am looking for a place to stay.	not
Are there any restaurants that serve international food?	not
I am looking for a place to dine that has expensive romanian food.	not
I'm looking for a dining establishment that serves kosher, in the center of town.	area
I am looking for an expensive restaurant in the city center	area
Hi, I'm looking for some info on cheap hotels on the West end please	area
Can you tell me the address to a Chinese restaurant in Cambridge?	not
I could really use something to eat.	not
Hi, I'm looking for an expensive restaurant serving English food.	not
I want to find a cheap restaurant in the west part of town. What is the address and food?	area
I am looking for a guesthouse in cambridge with free wifi.	not
I'm looking for a seafood restaurant in the centre.	area
I hope so. My brother recommended an eatery called Curry Prince. Can you help me find it?	not
I'd like to find a panasian restaurant in the centre of town please.	area
Hi, I'm looking to book a room in the ashley hotel.	not
Hello are there any cheap European restaurants in town?	not
I am looking for the university arms hotel please.	not
I'd like to find an expensive gastropub, should you have such a beast.	not
Hi, I am looking for a Venetian restaurant please.	not
Hi, do you have a listing for the copper kettle? It's a restaurant.	not
What is the best french expensive restaurant in town?	not
Hi I am in the north looking for a place to stay. I'd prefer a hotel with 4 stars. Any suggestions?	area
I'm looking for a place to stay on the westside that offers free wifi.	area
I need some information on a hotel, can you help with that?	not
I need some info on the acorn guest house.	not
I need help finding a portuguese restaurant located in the centre, can you assist me please?	area
i am looking for a place to stay. The hotel should be in the north and should include free wifi.	area
Could I ask for your help in finding a guesthouse to put my friends up in nearby?	not
Hello! Can you recommend a 4-star hotel in the Centre of town, please?	area
I'd like to find a place to eat on the west side. Something moderately priced, please.	area
I am looking for a place to stay. The hotel should be in the expensive price range and should have a star of 0	not
Can you tell me about moderately priced places to stay on the north side of town?	area
I want to find a cheap restaurant in the north part of town.	area
I'm looking for a good restaurant anywhere in town serving French food. Could you please give me their phone numbers?	area
I would like a mexican restaurant in west.	area
I need a place to stay in the centre of town.	area
Hi. Can you help me find a restaurant?	not
Hello, I need some French food. Any price range is fine.	not
i am looking for a place to stay. The hotel should be in the cheap price range and should have a star of 4	not
Can you help me find a restaurant by the name of Loch Fyne?	not
I'd like an expensive restuarant with Chinese food.	not
Are there any cheap cantonese restaurants in town?	not
I'm looking for a restaurant in the west that serves Indian food.	area
I'm in need of a place to stay for the night, I'd like it to be in the centre of town and have at least a 4 star rating.	area
Hello, I'm looking for a restaurant that serves mondern european foods for modest prices.	not
I'm looking for an Italian restaurant in the east.	area
I am going to visit and was told about the a and b guest house. Could you help me with that?	not
Please help me find a guesthouse or hotel that has free parking. I prefer a guesthouse though.	not
A hotel in the north with free parking, please.	not
I'm hoping to find a place to eat.	not
Hi I am looking for a place to stay that has free parking in the north part of town.	area
I would like to find an expensive hotel to stay in during my visit.	not
Are you able to help me find an expensive British restaurant in Cambridge please?	not
Are there any expensive restaurants in the city centre you could recommend?	area
Please recommend me a cheap restaurant in the north .	area
I am looking for a particular hotel.	not
I'm looking for a guesthouse with free wifi.	not
I'm looking for a cheap restaurant in the north part of town.	area
I'd like to find a hotel in the centre of town with free parking, please.	area
Please find a restaurant that serves Latin American food.	not
I want British food that is moderately priced.	not
Can you help me find a moderately priced restaurant that serves North American food? Thanks.	not
Where in the centre can I dine? I want something expensive.	area
i am looking for the gonville hotel	not
Hi, I need to find a hotel with a 4 star rating that includes free parking. Do you have anything like that?	not
I'm looking for somewhere to eat in the centre.	area
I want to find a place that serves australasian food.	not
I'd love to find an Asian Oriental restaurant. Something moderately priced.	not
I'd like to find an expensive restaurant where I can eat african food.	not
Can you help me find a hotel called El Shaddai? Thanks.	not
I'm hoping to find a french restaurant in Cambridge.	not
I need a 4 star place to stay in the north.	area
I would like to find an Italian restaurant that's expensively priced.	not
Can you get me information on a hotel called a and b guest house?	not
Hi! Would you please help me find a hotel to stay at?	not
Yes, I'm looking for a restaurant in the east part of town serving international food.	area
is there a restaurant in the Centre?	area
i need a place to stay	not
Can you help me find a 4 star hotel in Cambridge?	not
I have an odd request, I am looking for a place to stay with a 0 star rating.	not
Can you help me find a place to stay that has free parking and free wifi?	not
Please find a place that serves Indian food.	not
Yes hi, I'm looking for an expensive place to dine.	not
I am looking for a cheap place to dine.	not
Hi, I want a place to eat in the town centre.	area
I am looking to dine out in the centre part of town and I would like to find a place that serves north american food.	area
I need to find a particular hotel called cityroomz. Please send me all information you have.	not
Hello, I am looking for the address and phone number of the hotel Cambridge Belfry.	not
Where in the east can I find a restaurant that serves venetian food?	area
I'm wondering if you have information about a particular restaurant called the curry queen?	not
i'm looking for a hotel called alexander bed and breakfast	not
I need to find a place to stay. It needs to include wifi and I would like a 3 star.	not
Please help me find a restaurant called Frankie and Bennys. Thanks.	not
Can you help me find a place to stay that has 0 stars and doesn't need to have free parking?	not
Please help me find an expensive thai restaurant.	not
I am looking for a place to dine located in the centre and in the moderate price range. Can you help me?	area
I'm interested in finding an expensive guesthouse to stay at during my visit to Cambridge	not
Hi, I'm looking for information, specifically, a place to stay while I'm in town.	not
I'm looking for an expensive restaurant that serves italian food.	not
I'm looking for an expensive 2 star hotel.	not
I would like to find out information about a hotel called Warkworth House.	not
Can you find me a Greek restaurant in the centre of Cambridge?	area
I want a restaurant in the centre of town.	area
I wanted help with finding a hotel in Cambridge today.	not
i'm looking for good turkish food, and price is no object.	not
Good afternoon! I'd like to visit an expensive european restaurant. Will you help me find one?	not
I am looking for a restaurant that serves Caribbean food and in the moderate price range.	not
So I'm interested in portuguese food. Do you know of any restaurants that serve it in the South?	area
I need lodging in Cambridge that has free parking. I don't need internet, though. What have you got?	not
I am looking for some help locating a moderately priced room.	not
Hello, I am planning a trip and need some information on a particular hotel.	not
I need a place to dine on Indian food. Centre of the town please.	area
I'm looking for a place to stay in Cambridge. It should include free wifi and be a 3 star. Can you help me please?	not
Can you find me something cheap in the south part of town?	area
Yeah, I'm looking for a room. Do you offer anything in the southern part of town?	area
I'm looking for a cheap place to stay in the north, what kind of options can you give me?	area
I'm looking for a 4 star hotel with free wifi.	not
I am looking for a restaurant in the centre serving modern European food.	area
I'm looking for a hotel called Worth House.	not
Hello, I'm looking for information on a hotel called Hobsons House.	not
Hi, I am hoping you can give me some information on places to dine.	not
I am looking for a restaurant in the west part of town serving corsica food.	area
Yes, thank you. I want to find an expensive restaurant in the centre part of town.	area
I am looking for a hotel called the leverton house.	not
I am hoping you can find a guesthouse in the north part of town for me.	area
Hi, I need a hotel with free wifi internet and a rating of 3 stars. What can you recommend?	not
I'm looking for a place to dine in the moderate price range in the centre, please.	area
I need a guesthouse, with free parking.	not
Hi, I'm looking for a hotel. I'm looking for something with zero stars, I'm kind of doing an irony thing.	not
I am looking for a restaurant in Cambridge that serves Turkish food and is located in the west.	area
I'm excited about my trip to Cambridge to sight see, and need a hotel while I'm there.	not
Do you think you might be able to recommend a nice guesthouse?	not
I'm looking for a restaurant that serves moroccan food in the centre.	area
I want a place to stay. Find me a hotel that includes free parking.	not
I am looking for a restaurant in the centre area.	area
a restaurant in the moderately priced range, please	not
I'm looking for a restaurant in the expensive price range that serves indian food.	not
Hello, I'm looking for an Expensive Indian restaurant. What can you recommend?	not
I'd like to stay in a guesthouse that offers free parking.	not
I'm looking for information on 4-star rated guesthouses in Cambridge	not
I want to find a guesthouse to stay at in the north part of town.	area
I need a cheap place to stay in the centre	area
Good eve! I'm looking for a nice place to have a spot of afternoon tea.	not
Hello, I'm looking for a gueshouse on the northside.	area
I am looking for a place to stay.	not
I am looking for a place to stay in the south part of town.	area
Hello. I've been recommended a restaurant called The Missing Sock. Can you direct me to where it is located?	not
I'm looking for British food. I want the restaurant to be in the town centre.	area
Find me expensive restaurant that serves international food.	not
I would like a cheap restaurant in the south part of town	area
I am searching for a restaurant serving vietnamese food in the centre of town.	area
I am looking for a specific hotel.	not
Please see if you can find me a 3-star hotel on the East	area
Are there any restaurants on the West that serve turkish food? I want some.	area
Im looking for a place to eat eritrean food at the centre.	area
I'm looking for a Chinese restaurant on the south side of town.	area
HI, can you help me find a hotel on the north side of town please?	area
I need to know more about a hotel called home from home.	not
African food in the cetre of town /	area
How are you doing? Are there any European restaurants in the city center?	area
I am trying to locate a really nice guesthouse to take my wife to. Can you suggest any?	not
Can you help me find some Thai food to eat tonight?	not
I want to find a place to stay with free wifi. It doesn't have to have free parking though.	not
Yes, I need help finding a restaurant. Preferably a nice, expensive one in the south.	area
I need help finding an expensive restaurant in the centre, can you help me please?	area
I would like to find a restaurant	area
Yes, I'm looking for an expensive restaurant serving European Food.	not
Are there any 4-star guesthouses?	not
Can you tell me if there is a restaurant named Kohinoor in Cambridge?	not
I'm looking for this particular hotel called carolina bed and breakfast	not
I'm looking for moderately priced rooms. I'm willing to pay for parking, though.	not
Could I get the name of a moderately priced restaurant on the north side of town?	area
I would like a restaurant in the north part of town that serves french food	area
Hi there! I need a place to stay in Cambridge, and I'm wondering if you have any recommendations for good 2 star hotels in town?	not
I have to find a place to stay pretty quick. It has to have free wifi so I can work. Can you help me find something?	not
I am looking for kirkwood house.	not
I need a restaurant to dine at in Cambridge on my upcoming trip.	not
I would like a moderately priced restaurant in the north part of town	area
Hello, I am looking for some good Australasian food. I would like an expensive restaurant also.	not
I'm looking for a particular restaurant. Its name is called city stop restaurant.	not
I am looking for a moderately priced hotel that has free wifi.	not
I need to book a nice expensive restaurant in the centre please.	area
I'm looking for a hotel in the south part of Cambridge that's in a moderate price range.	area
I'm looking for a place to stay in the center of town that has free wifi.	area
I am looking for a hotel called Avalon, can you help?	not
I need a place to stay in the east. Oh i need free parking, thank you.	area
I'm looking for a moderately priced restaurant serving cuban food.	not
I am looking for the chiquito restaurant bar can you help me find it?	not
I'm looking for a place to stay. It needs to be in the north but it doesn't have to have free parking.	area
I'm looking for a japanese restaurant in town.	not
I'm looking for a Chinese restaurant. It should be in the expensive price range, please.	not
i need a place to stay	not
I would like an expensive guesthouse, please.	not
Can I get information on 3 star hotels in the moderate price range?	not
Can you help me find a guesthouse that has 4 stars?	not
Hi, I'm looking for a local upscale chinese restaurant.	not
I am looking for a modern European restaurant in the moderate range.	not
Can you give me the address for an indian restaurant in the south part of town?	area
an expensive restaurant please	not
I am looking for a hotel with free parking.	not
I need help finding a guesthouse with a star rating of 3.	not
I am looking for a restaurant. The restaurant should serve italian food and should be in the moderate price range	not
i need a place to stay	not
I am traveling to Cambridge and looking forward to try local restaurants.	not
I am looking for information. Can you help me with a place to stay while I'm in town?	not
I'm looking for cafe uno, can you help me find where it is?	not
Hi! I am looking for a turkish food restaurant around the centre.	area
I am looking for a particular restaurant. Its name is called prezzo	not
Where can I find the Express by Holiday Inn in Cambridge?	not
I'm planning a trip to Cambridge and will need a place to stay. I prefer a guesthouse with 3 stars and should include free wifi.	not
I need a place to stay in the west.	area
I'm looking for a cheap restaurant in the centre.	area
I'm looking to find out some information about a restaurant called Travellers Rest.	not
Are there any expensive British restaurants in town?	not
Hi! I'd like a hotel with a 4 star rating and free parking, please.	not
Hi! My friends told me about a restaurant called the nirala. What can you tell me about it?	not
I need a place to stay in Cambridge that is rated 4 stars and has free wifi.	not
I'm looking for a Swedish restaurant, preferably in the expensive price range.	not
I'm looking for lodgings offering free wifi and free parking.	not
I am looking for a cheap restaurant in the north part of town.	area
Hi, I'm looking for a hotel by the name of Acorn Guest House.	not
Hello, I'm looking for a restaurant that serves North American food.	not
I want to find a restaurant in any area and servings persian food.	area
I want a french restaurant on the west side please.	area
I need to find somewhere to stay in the south	area
I want a restaurant in the centre and serves japanese food. What is the address?	area
I'm looking for a place to stay in the north side.	area
Please find me a hotel with free parking and free wifi.	not
i am looking for information in Cambridge. A a place to dine.	not
i am looking for a place to stay. The hotel should have a star of 0 and should be in the cheap price range.	not
I need help finding a cheap restaurant	not
I'm looking for info about the curry king restaurant.	not
Yes I would like to stay in a guesthouse that is moderately priced.	not
I'm looking for a modern european restaurant in the centre.	area
Hi, I'm actually looking to stay at a luxury guesthouse.	not
I'm visiting cambridge and I need a place to stay. I'm looking for a 0 star guesthouse.	not
Are there any guesthouses with free parking?	not
Find a guesthouse hotel in Cambridge with free parking.	not
Hello, I am looking for a restaurant that serves fusion food.	not
I'm in the south part of town and it's getting late. Can you tell me what local hotels there might be for me to stay at?	area
I am going to be on the north side of town and would like a recommendation to a high end restaurant for dinner.	area
I'm looking for a particular hotel called the kirkwood house. Where is it, and what other information do you have about it?	not
i need a place to stay	not
Please find me a restaurant in the centre part of town.	area
I am looking for a moderately priced, 4 star hotel.	not
I'm looking for a hotel in the west area. It doesn't need to have free parking.	area
I need to find a restaurant call the nirala.	not
I'm looking for a high end Asian restaurant	not
Hi, I am planning a trip for my family and could use some help with a place to stay.	not
Hello, I am looking for a place to stay that has 3 stars.	not
What can you tell me about the Lovell Lodge?	not
I need a place to stay please. A hotel would be great.	not
I am looking for a restaurant in the west that serves italian food.	area
I am looking for a Japanese restaurant in the centre of town.	area
I'm looking to stay at a 4 star hotel that includes free parking.	not
I'm so hungry - can you find me a place to eat in the city centre?	area
I am looking for a restaurant serving scottish food.	not
I need to find a place to eat in the centre of town.	area
I need a 5 star hotel to stay in that should be a guesthouse.	not
I'd like to find a moderately priced chinese restaurant.	not
I want to try a local restaurant called Jinling noodle bar, can you help?	not
Hello, I am wondering if you can help me with some information on a hotel called city centre north b and b?	not
I'm looking for a hotel with one star rating and free parking, can you help me?	not
Can you help me find a moderately priced hotels that has Wifi?	not
Hello, I'm looking for some information about a particular restaurant. The name of it is Dojo Noodle Bar.	not
I'm looking for a moderately priced hotel in town. Please give me the contact information for one.	not
I need a restaurant. The restaurant should serve indian food and should be in the expensive price range.	not
I would like some Lebanese food in the west part of town. Are there any available?	area
I'm looking for da vinci pizzeria.	not
I would like an expensive restaurant in the east part of town, please.	area
I'm looking for a place to dine in Cambridge, if you could help me with some options.	not
I need a place to stay that has 4 stars.	not
I would like an expensive restaurant that serves afghan food	not
I would like to find a danish restaurant this is moderately priced.	not
